职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
前端开发工程师-广告投放,小红书,,上海市,本科及以上,5-10年,,"1、负责广告前端系统的开发和维护，确保系统的高性能和稳定性；
2、参与前端架构设计，优化现有系统的性能和可维护性；
3、持续关注前端技术发展趋势，引入新技术和工具，提升团队技术水平；
4、编写高质量的代码，进行代码审查，确保代码质量和团队代码规范；","1、本科及以上学历，计算机或相关专业，5年左右前端开发经验；
2、精通JavaScript、HTML、CSS等前端基础技能，熟悉W3C标准，了解常见的HTML5及CSS3特性；
3、熟练掌握Vue.js框架，了解其内部原理和最佳实践；
4、对产品有较高的敏感度，能够从用户体验的角度出发，提出改进建议；
5、具备良好的稳定性意识，能够确保系统的高可用性和稳定性；
6、有广告投放系统开发经验者优先；
7、有良好的沟通能力和团队合作精神和较好的自驱力，能够与产品经理、设计师、后端开发人员有效协作。",2,赵悦,,,,,https://hunter.xiaohongshu.com/position-detail/14444
活动运营,小红书,,"北京市,上海市",本科及以上,5-10年,,"1、独立负责社区音乐项目的策略、目标输出及落地，负责项目管理、执行全流程，打造有影响力的音乐垂类项目、建立小红书音乐差异化心智；
2、挖掘用户需求，结合数据和行业洞察，制定清晰目标，策划线上线下活动；
3、与数据、产研等多业务部门沟通合作，结合社区业务调性，不断挖掘社区音乐内容新趋势，输出具有影响力的案例。","1、5年内容平台/流媒体平台运营、项目管理经验，对用户需求、行业、内容有深度理解和洞察，对社区内容有判断力、对音乐行业有热情；
2、有丰富的项目经验，能独立完成活动策划和落地、能清晰制定业务目标，有产品运营、线下活动统筹经验者优先；
3、有音乐行业资源、音乐版权相关经验、歌手音乐人资源、内容制作供应商资源及合作经验者优先；
4、有好的内容sense，心态年轻开放、自驱、喜欢探索新事物；
5、有良好的沟通能力及团队协作能力、逻辑清晰、责任心强、一定的抗压能力。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/15494
二次元创作者运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责二次元内容垂类的创作者运营工作，持续扩大优质作者规模，重点扶持与打造行业标杆作者；
2、结合平台战略与竞争优势，探索业务突破机会，构建创作者圈层认同，营造积极健康的创作氛围；
3、敏锐洞察二次元领域新兴趋势，借助热点策划破圈活动，提升内容影响力与用户参与度；
4、通过运营数据分析，定位业务问题并推动优化，助力内容消费规模持续健康增长。","1、本科及以上学历，2年以上内容运营、创作者运营或相关领域工作经验；
2、热爱二次元文化，深度参与圈层，对用户群体与文化生态有深刻洞察，能敏锐发掘社区特色与价值机会；
3、具备良好的策略规划与执行落地能力，强结果导向，能为业务成效负责；
4、责任心强、交付效率高，思维活跃，工作积极主动，具备良好的沟通协作意识；
5、深入理解二次元用户心理，熟悉OC文化、线上线下场景及玩家行为模式；
6、在二次元圈内具备一定影响力或资源积累，拥有行业KOL、创作者或玩家社群资源者优先。",2,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18575
二次元合作运营/内容运营,小红书,,"上海市,北京市",本科及以上,3-5年,,"1、负责动漫、番剧、漫剧、动态漫等二次元垂类的优质内容引入与合作，结合行业动态与用户趋势，制定并实施小红书平台的内容合作策略与解决方案；
2、拓展和维护与行业优质版权方、制作人等核心伙伴的合作关系，对合作内容的消费表现与业务成果负责；
3、围绕动漫领域高关注度IP，策划并执行具备影响力的事件合作与内容营销活动。","1、具备2年以上动漫、二次元内容领域相关工作经验，熟悉行业生态，拥有丰富行业资源者优先；
2、深度热爱二次元文化，对圈层用户、内容形态与文化趋势有深入理解和敏锐洞察；
3、具备优秀的沟通协调与资源整合能力，能有效推进并落地大型合作项目。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18576
二次元产品运营-创作赋能&创作激励/公约,小红书,,"北京市,上海市",本科及以上,3-5年,,-,-,2,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18577
高阶游戏合作运营,小红书,,"上海市,北京市",本科及以上,5-10年,,"1、负责休闲、竞技类游戏在小红书社区的内容运营，包括厂商关系维护、节点联合活动策划等，为对应游戏的内容供给与消费规模、用户心智提升负责；
2、结合非对称竞技游戏、派对游戏等休闲竞技类游戏的特点和用户爱好，结合对应游戏在小红书平台的不同发展阶段，策划平台的内容活动，牵引创作者供给方向；
3、协作能力强，能结合平台特点输出有价值的方案，BD厂商资源带来业务增量；","1、本科及以上学历，3年及以上游戏行业运营经验；
2、热爱非对称竞技游戏、派对游戏等游戏内容，对于用户和行业，有自己认知；
3、团队协作沟通能力强，结果导向，有自驱意识，能承受一定工作压力。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18578
热点策略运营,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责小红书端内热点策略及运营，聚焦流行趋势挖掘和放大和人群运营；
2、热点挖掘：潜力原生热点线索的发现与放大，通过运营助推促成爆款，打造行业认可的优质案例；
3、热点心智：持续沉淀各兴趣领域的热点差异化心智，为圈层用户提频负责；
4、热点促产：热点创作者运营，优化热点创作范式，通过社群运营、活动促产、定向邀约等方式带动热点发布规模；
5、讨论运营：聚焦热点讨论方向及评论运营，以数据和内容洞察为出发点，推动热点产品功能及热点后台产品的能力迭代，提升热点评论规模；","1、本科及以上学历，具有3年及以上工作经验，从事过热点策略相关岗位优先；
2、熟悉内容产品，对趋势发酵有判断力，熟悉内容生产、分发、传播的完整链路；
3、与垂类、产品、生态、推荐等业务密切配合，推动跨部门OKR协作，为业务目标负责；
4、抗压力强，具备高度责任心，乐于接受挑战，能在较大的压力下保持良好工作状态。",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18584
视频/直播产品经理,小红书,,"上海市,北京市",本科及以上,3-5年,,"1、负责视频类产品框架的功能迭代和策略设计，精细化的满足社区用户在视频场景的用户诉求，提升用户留存；
 2、对于负责的核心场景页面，全局最优的设计产品框架逻辑，平衡各类型诉求，升级视频容器消费体验； 
3、与技术、设计、算法团队密切协作，推动产品动线优化和策略落地，对视频消费体验和用户满意度负责；","1、C端产品经验、善于代入用户视角感受和构思产品；
2、有足够的产品视野，可在复杂系统中辩证看待决策项，兼具用户/策略产品经验为佳；
3、自驱且思辨，是以产品owner身份创作产品而非机械执行命令；
4、有责任心、对帮助用户保有热情、具备一定抗压能力；",1,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/18552
海外合作运营(MCN机构/供应商),小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责小红书海外的MCN引入和运营管理，服务机构作者和MCN的成长和变现，为机构作者的引入规模负责；
2、输出作者筛选、引入、留存策略，提供相关的业务解法，推动创作者生态健康发展；
3、重点引入海外站外高粉和高点的优质创作者，协同垂类运营和商业化部分，孵化培养优质创作者；
4、搭建并维护机构管理后台，规划设计机构及旗下创作者的标签体系，以高效手段完成机构管理和服务；","1、本科及以上学历，有海外MCN资源和引入经验优先优先；
2、有敏锐的问题洞察力，对行业内创作者生态有一定理解，能够独立完成业务洞察和分析报告；
3、优秀的沟通协作能力，有责任心、耐心和执行力，抗压能力强；",2,朱秀英,,,,,https://hunter.xiaohongshu.com/position-detail/17625
「商业产品」通用岗位,小红书,,"上海市,北京市",本科及以上,5-10年,,"商业化产品 -
种草广告，线索广告，电商广告，品牌广告，搜索广告，互联网广告（下载广告）；
业务平台，投放平台，流量策略中台，广审风控，数据产品；",产品经理工作经验,10,贺俊达,,,,,https://hunter.xiaohongshu.com/position-detail/13461
测试开发工程师 -Ai创新,小红书,,"北京市,上海市,杭州市",本科及以上,不限,,"1、负责公司AI创新应用的全流程质量保障工作，深入剖析需求和架构风险，识别潜在问题并给出测试解决方案；
2、探索AI提效，利用 LLM 实现测试用例、脚本的生成和迭代，构建 Agent 覆盖UI自动化测试等；
3、客户端域Native、动态化和服务端接口测试等多个领域的可测性方案设计与实施，推动相关能力的工具化落地；
4、有一定的测试平台规划、设计、研发能力，通过技术手段来解决整体项目中的测试质量和效率问题；","1、计算机或相关专业本科以上学历，5年测试开发/研发经验，在自动化、性能等领域有突出成果者优先；
2、具备丰富的中大型复杂系统测试分析能力及业务支撑经验，能够全面把控质量流程及识别质量风险和治理风险的经验；
3、熟悉agent开发，有大模型在质量域的平台建设和架构设计经验优先。",1,黄慧烨,,,,,https://hunter.xiaohongshu.com/position-detail/18348
商业化跨境业务-高阶岗位,小红书,,"北京市,上海市,广州市,深圳市",本科及以上,5-10年,,"工作职责
1. 客户运营，负责海外国际客户行业KA客户运营，对境外广告主的预算逻辑、考核逻辑、投放归因有系统化认知能支持个性化运营策略输出
2. 投放策略，对接客户brief并制定合理投放策略，能针对需求给出相应的产品合作方案，可根据广告主的需求反向推动产品迭代
3. 数据分析，能监控客户数据，完成投放数据分析，输出投放优化建议
4. 行业方法论，能沉淀出适用于境外行业客户的可复制的行业系统化运营解决方案","任职资格
1. 本科以上学历，广告、市场营销或相关专业优先；
2. 5年以上行业经验，海外/互联网行业经验优先；有过实际行业运营操盘案例；
3. 熟知市场上效果广告产品/广告投放逻辑及产品功能，能够根据需求独立完成大型广告投放方案，制定投放策略。",1,袁琳,,,,,https://hunter.xiaohongshu.com/position-detail/17369
电商运营高阶,小红书,,上海市,本科及以上,5-10年,,/,/,1,霂蘭,,,,,https://hunter.xiaohongshu.com/position-detail/18147
向量引擎工程师-搜广推,小红书,,"上海市,北京市,深圳市,杭州市",本科及以上,3-5年,,"1. 负责小红书搜推广系统的向量检索引擎架构设计与核心算法研发。
2. 优化大规模向量索引的构建、更新与查询性能，支持千亿索引毫秒级高性能检索。
3. 学习和吸纳业界优秀的技术和理论成果，探索前沿向量检索技术（如混合检索、量化压缩、分布式索引、软硬协同等），并推动技术落地。
4. 与算法、工程、产品团队协作，推动向量检索在搜推广场景的规模化应用。","1. 具备扎实的C/C++语言编程基础，熟悉算法、数据结构、操作系统知识。
2. 熟悉向量检索常见算法与框架（如HNSW/IVF/Scann/DiskAnn，hnswlib/faiss/mlivus等），有大规模向量索引构建与优化经验。
3. 对技术有强烈的好奇心和热情，具备良好的分析和解决问题能力。
4. 有搜推广系统等相关领域经验者优先，熟悉GPU加速计算或异构计算优化者优先。
5. 在顶级会议（KDD、SIGIR、NeurIPS等）发表过向量相关论文者优先，有开源向量检索项目贡献或自研检索系统经验优先。",3,邵静静,,,,,https://hunter.xiaohongshu.com/position-detail/18390
「电商B端产品」营销工具产品经理,小红书,,上海市,本科及以上,1-3年,,"1、以商家和买手经营视角出发，结合用户在小红书的购买行为，负责商家和买手的营销工具建设，提升商家和买手的经营能力
2、走进社区，走进用户，深入理解用户和商家在平台内的交互，创新性地设计商家在平台内的营销玩法
3、走进商家和买手，也与运营深度协同，不断去发现和提供新的营销产品的机会
4、负责电商整个营销底层能力，保证围绕价、券等底层底层能力的稳定和健壮性","1、1-3年以上产品经验，有电商产品经验，对电商商家、供给有一定的认知
2、对商家对买手的经营有好奇心，有同理心，不满足于简单肤浅的答案
3、关注用户体验，深入用户心理，有不断打磨用户产品品质的习惯
4、具备良好的团队合作经验，工作积极主动、细心踏实、良好沟通及执行力强",3,贺俊达,,,,,https://hunter.xiaohongshu.com/position-detail/18456
「电商B端产品」- AI 产品经理（商家经营方向）,小红书,,上海市,本科及以上,3-5年,,"1、基于商家经营痛点（如经营难题、流量分发、转化瓶颈等），进行系统性的问题诊断与分类。针对不同问题场景，设计出高效、可落地的业务解决方案，并推动算法团队完成匹配模型的开发、上线与调试。
 2、持续优化AI机器人（Agent）与商家交互的各个环节，包括但不限于：解决方案的表达形式、交互文案的清晰度与亲和力、对话流程的逻辑性与效率。
 3、通过数据分析和用户反馈，持续推动方案层的内容沉淀与优化，对上线模型的业务效果进行跟踪、评估与验收，并主导后续的持续迭代优化，确保AI能力精准服务于业务诉求。","1、本科及以上学历，具备3年及以上互联网产品经理工作经验，熟悉商家端客服、经营或赋能等相关场景，能深刻理解商家在平台上的核心诉求与经营痛点。 
2、思维缜密，具备优秀的复杂问题拆解和抽象能力，能设计出清晰、可配置的B端平台解决方案。 
3、具备优秀的数据分析和解读能力，能通过数据定位问题、验证假设并驱动决策。 
4、熟悉AI及机器学习的基本原理和典型应用场景，至少1年左右的AI Agent项目落地实践经验，熟悉其设计、开发、评估和优化的完整生命周期。",1,贺俊达,,,,,https://hunter.xiaohongshu.com/position-detail/18109
服务端研发工程师-Hi Lab（点点）,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责 AI 对话产品服务端核心架构设计与开发，涵盖对话流、用户体系、账号与三方能力等模块；
2、设计并实现高可用的对话分发与消息路由系统，支撑千万级并发访问；
3、构建用户画像与 Memory 管理体系，支持上下文增强与个性化记忆；
4、对接第三方能力（搜索、点评、电商等），构建灵活可扩展的工具调用体系；
5、建设全链路稳定性与容灾体系，推进 Trace / Metrics / Logging / 多地多活能力落地；
6、参与系统容量规划、压测优化与持续可观测性建设；
7、推动工程效率、CI/CD 与服务质量提升，保障线上可用性。","1、精通 Java / Go 等主流后端语言，具备扎实的分布式系统与高并发服务开发经验；
2、熟悉 IM / 长链通信系统架构，理解消息分发与连接管理机制；
3、熟悉微服务架构、服务治理、缓存、数据库、消息队列与注册中心；
4、具备系统稳定性治理与性能优化经验，熟悉容灾 / 多地多活架构设计；
5、熟悉 Prometheus / Grafana / OpenTelemetry 等可观测性体系；
6、有云原生（K8s / Istio）经验优先；
7、理解 RAG / Function Call / Agent 调用机制者加分；
8、具备强烈的 Owner 意识与跨团队协调能力，能从全局视角推动复杂系统演进；
9、对 AI 产品的架构挑战与稳定性问题有深刻兴趣，追求高可靠、高性能、高复用的工程实践。",1,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/17862
大模型异构计算优化工程师/专家,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、核心引擎开发与优化：负责或深度参与基于国产异构计算芯片（如NPU/PPU等）的大模型训练/推理引擎的架构设计、开发与迭代，构建高性能、高稳定性的上层软件栈；
2、大模型业务落地：将引擎能力应用于公司核心业务，主导或参与多模态、大语言模型等前沿AI模型在国产芯片上的训练、微调与推理部署，解决实际落地中的技术难题；
3、极致性能调优：针对各类业务大模型，进行深度的推理调度策略优化和关键算子（Kernel）的性能剖析与极致优化，持续提升系统的吞吐量、降低延迟；
4、生态合作与协同：作为技术接口人，与国产芯片原厂技术支持团队紧密合作，高效推进芯片驱动、基础软件栈的引入、问题排查与版本迭代，确保技术路线顺畅推进。","1、熟练掌握 C++/Python 编程，具备扎实的计算机体系结构、数据结构和算法基础，具备良好的编程习惯；
2、有至少一款非Nvidia GPU的异构计算芯片适配大模型训练、推理框架的相关经验，包括但不限于AI框架适配、模型移植、性能优化或算子开发；
3、熟悉至少一种主流的机器学习框架(PyTorch/PaddlePaddle/TensorFlow等)，对框架内部实现有一定了解；
4、具备大型深度学习模型（尤其是大语言模型LLM或多模态模型）的训练或推理优化实践经验，能独立解决功能研发及性能优化问题。
加分项：
1、深入理解AI芯片（GPU/NPU）的硬件架构（如Tensor Core、内存 hierarchy）及其软件栈（如CUDA/OpenCL， ROCm， CANN）；具备使用性能分析工具（如Nsight Systems/Compute, Ascend Profiler）的经验；
2、熟悉常见的并行计算模型（如SIMT、SPMD）和并行编程范式（如MPI、OpenMP），了解其适用场景与优劣。",2,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17759
高阶直聘,小红书,,"上海市,北京市,广州市",本科及以上,10年以上,,/,/,10,曾兰仪,,,,,https://hunter.xiaohongshu.com/position-detail/17717
后端开发工程师-支付结算,小红书,,"上海市,杭州市",本科及以上,3-5年,,"1、负责小红书app的电商、商业化广告、直播、钱包等领域的支付、清结算、资金账户等系统设计与开发；
2、基于业务场景建设相关系统和工具来保证系统的资金安全；
3、参与系统稳定性建设，保障系统运行稳定，能够对系统中存在的性能问题进行优化和落地；
4、深入理解支付结算业务，参与业务发展过程中核心系统的架构升级。","1、为人善良，正能量，责任心强，抗压能力强，具备一定协同能力，对世界充满热爱，对技术充满热爱； 
2、2-5年工作经验，并熟练使用 Java 语言特性（多线程、集合框架、JVM原理等），技术文档编写标准且规范； 
3、深入理解分布式系统架构，熟练使用Spring Boot全家桶进行应用开发； 
3、对缓存、消息队列如Redis，RocketMQ等有实际的使用经验，并对原理有一定的理解；
4、熟练使用MySQL等关系型数据库，熟悉MongoDB等NoSQL数据库，具备基本的数据库性能调优经验； 熟练使用Redis等分布式缓存，熟悉Kafka/RabbitMQ等消息中间件，具有ElasticSearch等搜索技术实战经验；
5、熟悉高性能、高并发、高可用性分布式系统设计，具有复杂的业务抽象和建模能力；
6、有过互联网支付清结算系统开发经验优先考虑；
7、GitHub有高质量项目贡献者优先，全栈工程师优先，ACM获奖者优先； 
8、985/211院校计算机相关专业本科学历优先。",2,赵悦,,,,,https://hunter.xiaohongshu.com/position-detail/9497
AI应用架构工程师- Hi Lab（点点）,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责构建模型与应用间的通用 Agent 层，支持多模型调用、动态 Workflow 与自动路由机制；
2、设计 Function Call、ReAct、PE 等执行机制，建设模块化的工具调用体系；
3、优化模型调用链上下文管理与执行效率；
4、与算法与服务端协作，建设任务调度、RAG 服务与 Tool 编排框架；
5、推动 AI 工程体系标准化与自动化，建设可配置、可调试的开发工具与可视化平台。","1、熟悉 Function Call / Agent / ReAct / Tool 调用机制与大模型应用架构；
2、精通 Java / Go / Python 等后端语言，具备服务化开发与异步通信框架（SSE / gRPC / MQ）经验；
3、熟悉分布式任务调度、Workflow 编排或服务编排框架设计；
4、理解模型上下文管理、缓存与资源复用机制；
5、有强烈的 Owner 意识与系统设计思维，能独立承担复杂模块建设与技术演进；
6、善于跨团队协作，具备良好的沟通能力与技术抽象能力；
7、对 AI 工程体系建设、Agent 技术演进有深厚兴趣与学习意愿。
加分项：
1、有 LangChain / sglang / vLLM 等框架经验；
2、有 AI 产品从 0 到 1 架构落地或多模型集成经验。",1,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/17863
大模型应用算法工程师-国际化业务,小红书,,"北京市,上海市,杭州市",硕士及以上,3-5年,,"1、跟踪文本大模型、多模态大模型、强化学习等算法的最前沿进展，将相应技术赋能到多语言AI搜索对话、大模型内容理解等小红书国际化实际的业务场景中；
2、基于成熟的AI平台服务，探索构建AI搜索、对话、素材智能创作等完善的AI原生应用和X+AI应用，打造具有核心用户价值的热点应用。","1、计算机/电子信息/自动控制/软件工程/数学等相关专业，硕士及以上学历；
2、扎实的大模型和机器学习理论基础，熟悉搜索 / RAG / LLM / MLLM，Agent等相关算法和系统，有大模型相关场景的业务实践经验者优先； 
3、具备优秀的研究和创新能力，在ACL/EMNLP/NAACL/COLING/CVPR/ICCV/ICLR/NeurIPS等会议上发表过论文者优先；
4、具备优秀的编程能力和经验，熟悉Python、C/C++、Java等编程语言，具有扎实的数据结构和算法功底；
5、优秀的分析、解决问题能力，对新技术充满好奇，敢于挑战高难度，善于提出解决方案并快速验证。",4,陈天华,,,,,https://hunter.xiaohongshu.com/position-detail/18213
【热招】财务BP,小红书,,上海市,本科及以上,5-10年,,"1、负责集团组织相关财务管理工作，对组织运作模式进行调研沟通和跟踪，并提供相关建议和协助解决问题。
2、完善及优化相关财务分析体系，结合行业数据和外部市场分析，基于深度业务理解，提出、提供财务优化建议。
3、梳理业财数据产品需求，推进系统搭建，并基于数据进行财务分析，找到优化机会点并推动业务方不断优化。","1、大学本科及以上学历，5年以上财务相关工作经验；有大型互联网财务背景优先；
2、较强的数据分析能力、清晰的思维逻辑和创新意识，能够主动推动所负责项目相关工作的顺利进行；
3、逻辑思维能力好，熟练使用Excel、PPT进行图表的制作和分析模型的建立；
4、具备较强的跨部门沟通能力与影响力，能独立推进跨部门跨团队项目的执行落地，抗压力较强。
5、诚信，勤奋，具有良好的抗压性、高度的责任心、极强的团队协作精神",1,卢舒婷,,,,,https://hunter.xiaohongshu.com/position-detail/12922
网络优化工程师-客户端基础技术,小红书,,"北京市,上海市",本科及以上,不限,,"【工作职责】
1、参与小红书App网络组件的设计与维护；
2、优化小红书App网络可用性和性能，提升产品体验；
3、QUIC协议研发，为核心业务提升性能和体验。","【任职资格】
1、精通TCP/IP协议，熟悉HTTP/2、Quic协议内容，熟悉拥塞算法机制；
2、精通网络编程，阅读过Cronet等开源框架源码；
3、有QUIC协议优化经验，有文件上传经验，能为业务提供深度定制的QUIC协议；
3、熟悉移动网络特性，了解各种网络调优手段，如连接优化、弱网优化、流量优化、防劫持等；
4、熟悉移动网络拓扑结构，了解各个中间节点的故障监控、性能采集和问题排查手段；
5、有责任心，具备良好的沟通能力和优秀的团队协作能力；
7、有较强的技术好奇心、自驱力，具备优秀的解决问题和逻辑思维能力。",若干,樊名雪,,,,,https://hunter.xiaohongshu.com/position-detail/12997
【急聘】AI Agent 产品研发工程师,小红书,,"北京市,上海市",本科及以上,不限,,"我们正在寻找兼具产品思维与技术深度的AI产品研发工程师，你将负责设计并开发基于大语言模型的智能体（AI Agent）与多智能体系统，致力于提升工程研发全流程的协作效率。你的工作将直接赋能工程师和整套产品研发流程，通过AI技术解决研发过程中的真实痛点，定义问题并驱动落地。我们提供参与定义和打造下一代智能研发平台的机会，与顶尖的技术与产品团队共同工作，赋能公司核心工程效能，工作成果清晰可见。

1、产品化AI Agent研发：主导面向软件工程领域的AI Agent产品研发，深入理解工程师工作流，设计并实现能够与工程师深度协作、切实提升编码与设计效率的智能体
2、Multi-Agent系统设计：探索并构建多智能体协作框架，解决人机协同、智能体间任务分配与协作的复杂问题，打造高可用的自动化工程协同平台
3、数据驱动与算法优化：分析人机交互数据，提炼业务场景中的关键模式与知识，通过算法改进复杂意图理解、任务自动化生成、架构智能建议等核心环节的产品体验与效果
4、复杂任务AI解决方案：研发Multi-Agent系统对复杂研发任务的自动化分解、规划与执行能力，并使其能够学习与引用团队积累的最佳实践与经验，持续优化问题解决路径
5、技术前瞻与落地：紧密跟踪业界在AI智能体与大模型应用领域的最新进展，确保团队技术方案的前瞻性，并能够将前沿研究转化为稳定、可衡量的产品价值","1、本科及以上学历，计算机科学、软件工程、人工智能等相关专业，硕士或具备交叉学科背景者优先
2、熟悉LLM调优（训练、Prompt优化），有LangChain或类似框架的实际落地经验，了解RAG架构及向量数据库的使用
3、熟悉Agent/Multi-Agent设计模式，有实际开发过MCP或能够调用外部智能体项目者优先
4、关注AI技术发展，对AI前沿技术具备较强的学习能力，持续推动技术架构演进
5、产品与业务能力：
强烈的产品思维：能够从工程师和业务视角出发，主动发现、定义研发流程中的效率瓶颈与创新机会，而不仅仅是技术实现
系统化思考与判断力：具备独立的系统分析和规划能力，能够制定并调整AI产品的迭代路径与演进策略
出色的沟通协作：能清晰地向技术与非技术背景的同事阐述产品价值与技术方案，具备优秀的团队协作与推动能力
6、个人特质：对AI技术落地充满热情，具备优秀的技术敏感度与前瞻性，富有钻研和创新精神，致力于解决实际问题并创造可衡量的业务影响",2,樊名雪,,,,,https://hunter.xiaohongshu.com/position-detail/16393
服务端leader,小红书,,"上海市,北京市,杭州市",本科及以上,5-10年,,"1、与小红书一起成长，在超高业务增速下，一起完成对“下一代生活方式社区”的定义；
2、带领团队，深入理解公司整体战略，制定长期技术发展路线，对亿级流量系统进行升级，探索AI时代的最优架构；
3、参与小红书社交业务拓展，设计可扩展的跨区域技术方案，助力小红书成为连接全球年轻用户的标杆平台；
4、与产品团队一起，推动AI创新场景落地，带来新的业务增长。","1、优秀的服务端架构设计能力，对架构设计有激情，对稳定性及效率追求极致，有自己想打造的下一代架构愿景，hands on带领团队做关键架构设计和攻坚；
2、有千万级用户产品经验加分、有IM、社交产品、消息等相关领域、AI Agent开发经验加分。",2,樊名雪,,,,,https://hunter.xiaohongshu.com/position-detail/16598
Android 资深工程师-性能稳定性方向,小红书,,"北京市,上海市",本科及以上,5-10年,,"【工作职责】
1、负责Android应用性能优化，如应用的稳定性、启动时间、运行流畅度、包大小等；
2、参与性能监控系统建设和维护，从开发阶段、测试阶段、灰度阶段、线上阶段多个维度保障应用的稳定流畅运行。","【任职要求】
1、深入理解Android系统，对Framework源码有深度挖掘；
2、了解常见的APP性能优化解决方案，对至少一个维度的性能优化有过较深入的挖掘；
2、具有良好的编程风格，扎实的编程和数据结构算法基础，具有较强的问题发现能力； 
3、具有较强的分析和解决问题的能力，热爱互联网新技术，了解并探索业界技术动向；
4、有强烈的责任心和团队精神，善于沟通和合作；
5、有大型互联网应用性能优化经验者优先。",若干,樊名雪,,,,,https://hunter.xiaohongshu.com/position-detail/13604
后端架构师 - 客户端基础技术,小红书,,"北京市,上海市",本科及以上,不限,,"【工作职责】
1、负责小红书APM监控平台的设计与研发，包括但不限于服务端 API 设计、数据处理方案设计、分布式系统设计等； 
2、 负责制定并实施技术方案，解决技术难题，推动团队技术能力提升； 
3、负责对新技术进行预研，将合适的新技术引入到团队中，提升团队的技术水平； 
4、带领并指导开发团队进行后端开发，确保开发质量、进度和系统的整体性能； 
5、负责后端系统的性能优化，解决系统中的关键技术难点。","【任职资格】
1、5年以上互联网公司服务端开发经验，有 OLAP、APM平台开发经历者优先考虑； 
2、熟悉常见的后端技术，包括但不限于 Java, Python 等编程语言，具备分布式系统设计经验； 
3、熟悉常见的数据库和缓存技术，如 MySQL、PostgreSQL、Redis等； 
4、了解 Kafka，Flink，Clickhouse 等技术为加分项； 
5、具备良好的沟通能力和团队合作精神，能够与其他部门进行高效沟通； 
6、对新技术有持续的学习热情，有较强的技术驱动力。",若干,樊名雪,,,,,https://hunter.xiaohongshu.com/position-detail/15733
内容治理-高阶岗位,小红书,,"北京市,上海市,杭州市",硕士及以上,5-10年,,"1、负责小红书社区生态治理，涵盖不友善/对立治理、低差画风治理、诱导互动治理等重点方向，覆盖笔记、评论、私信群聊、直播等关键场域。
2、将多模态大模型、计算机视觉、自然语言处理等算法，落地于笔记、评论、直播、商品、账号等全场景内容生态治理。
3、主导多模态识别、细粒度分类、大模型（微调/Prompt/RAG）等核心算法的研发迭代，通过样本优化与模型创新提升治理效果。
4、构建并完善平台内容风险标签体系，从事前识别、事中调控到事后分析，为生态画风优化与用户体验提升提供技术驱动。","1、在内容治理、内容安全、平台风控等相关领域有管理经验者优先。
2、计算机、人工智能、数学、电子信息等相关专业硕士及以上学历。
3、熟练掌握CV/NLP/多模态、机器学习、强化学习中一项或多项，能够对业务问题进行技术方案拆解，同时具备较强的工程实现能力
4、具备跨部门沟通和协调能力，与产品、运营等部门进行沟通和协调的能力，保障定义清晰、落地到位
5、对内容生态治理、平台安全等领域有浓厚兴趣或相关经验者优先。
6、具备优秀的研究和创新能力，在CVPR、ICCV、ECCV、NIPS、ICML、SIGGRAPH等顶级会议发表过论文或有知名竞赛获奖经历者优先",1,介佩玺,,,,,https://hunter.xiaohongshu.com/position-detail/18486
